"onset","duration","trial_type","response_time","word","response","correct_resp","gender","age","sub","block","year"
554.744760700007,0.687465099996189,"image_neg",0.822128200001316,"field","y",1,"female",22,104,1,2023
564.743123500011,0.689636899987818,"image_neg",0.690926399998716,"tomato","y",1,"female",22,104,1,2023
574.743252600005,0.689865599997574,"image_neg",0.674879500002135,"bribe","y",1,"female",22,104,1,2023
587.344040900003,0.689405199998873,"image_pos",0.77436100000341,"pineapple","b",1,"female",22,104,1,2023
594.743818700008,0.690499999996973,"image_neg",0.691738299996359,"diplomat","y",1,"female",22,104,1,2023
0.983489400008693,0.688615099992603,"word_neg",1.02069520000077,"policeman","y",1,"female",22,104,1,2023
10.9758247999998,0.696942800001125,"word_pos",0.574483999997028,"new","b",1,"female",22,104,1,2023
20.9761532999983,0.69698540000536,"word_pos",0.623350299996673,"lemonade","b",1,"female",22,104,1,2023
30.9763558999985,0.697255000006407,"word_neg",0.840304700002889,"plot","y",1,"female",22,104,1,2023
40.9768442000059,0.697311399999307,"word_pos",0.691869700007373,"plum","b",1,"female",22,104,1,2023
50.9767038999998,0.697876500009443,"word_neg",0.557587799994508,"deceit","y",1,"female",22,104,1,2023
60.9776192999998,0.697318300008192,"word_pos",0.840652900005807,"oak","b",1,"female",22,104,1,2023
70.9791057000111,0.696569499996258,"word_neu",0.740835900011007,"fiddle","b",1,"female",22,104,1,2023
80.9794018000102,0.696250499997404,"word_pos",0.473349000007147,"love","b",1,"female",22,104,1,2023
90.9789653000044,0.697489300000584,"word_pos",0.690967599992291,"boat","b",1,"female",22,104,1,2023
100.980026400008,0.696731299991384,"word_neu",0.641109899996081,"corkscrew","y",1,"female",22,104,1,2023
110.980340800001,0.697163200005903,"word_pos",0.490553399999044,"beach","b",1,"female",22,104,1,2023
120.980083100003,0.697333000003724,"word_neu",0.774544200001401,"school","b",1,"female",22,104,1,2023
130.982822500009,0.695410399988759,"word_pos",0.55755450000288,"moral","b",1,"female",22,104,1,2023
140.980680200009,0.698386599993682,"word_neu",0.674509900010889,"fence","y",1,"female",22,104,1,2023
150.983817800006,0.695407999999588,"word_neu",0.675348199991276,"rocket","y",1,"female",22,104,1,2023
160.982068800004,0.697803600007319,"word_neu",0.67190689999552,"tourist","b",1,"female",22,104,1,2023
170.985191400003,0.695057100005215,"word_neg",0.474713500007056,"hospital","y",1,"female",22,104,1,2023
180.984245500003,0.696479499994894,"word_neg",0.424291599993012,"alligator","y",1,"female",22,104,1,2023
190.983012700002,0.697961400001077,"word_pos",0.524089499987895,"fun","b",1,"female",22,104,1,2023
200.984182,0.697523100010642,"word_neu",0.674809200005257,"treaty","y",1,"female",22,104,1,2023
211.000922100007,0.698181100000511,"word_neg",0.70789779999177,"avalanche","y",1,"female",22,104,1,2023
221.001394400009,0.69802389999677,"word_pos",0.425324199997703,"kiss","b",1,"female",22,104,1,2023
231.003469500007,0.696376299994853,"word_pos",0.441088399995351,"pie","b",1,"female",22,104,1,2023
241.002181100004,0.698166700007278,"word_neu",0.525090800001635,"man","y",1,"female",22,104,1,2023
251.002419199998,0.698673500010074,"word_neg",0.424891600006958,"gasp","y",1,"female",22,104,1,2023
261.003058700007,0.698283799996716,"word_pos",0.808200799991027,"sled","b",1,"female",22,104,1,2023
271.00564860001,0.696016899993992,"word_pos",0.474475800001528,"zoo","b",1,"female",22,104,1,2023
281.005595200011,0.696737899997913,"word_pos",0.457816399997682,"limousine","b",1,"female",22,104,1,2023
291.005153300008,0.697669100001804,"word_neg",0.440777299998445,"sandpaper","y",1,"female",22,104,1,2023
301.005449100005,0.697578199993586,"word_neu",0.541540999998688,"bridge","y",1,"female",22,104,1,2023
311.005341000011,0.698298699993757,"word_pos",0.674578799997107,"lake","b",1,"female",22,104,1,2023
321.006767900006,0.697662499995204,"word_neu",0.674239899992244,"spatula","b",1,"female",22,104,1,2023
331.007287,0.697425799997234,"word_neg",0.79340239999874,"mouse","y",1,"female",22,104,1,2023
341.007729900011,0.69759089998837,"word_neg",0.441226399998413,"lonely","y",1,"female",22,104,1,2023
351.007920700009,0.697738599992647,"word_pos",0.674670399996103,"woman","b",1,"female",22,104,1,2023
361.00876360001,0.697470699989992,"word_pos",0.458020399993984,"happy","b",1,"female",22,104,1,2023
371.008706699999,0.697895300007076,"word_pos",0.57483329999377,"garden","b",1,"female",22,104,1,2023
381.009198500004,0.698032900006979,"word_neu",0.573785899992799,"noun","y",1,"female",22,104,1,2023
391.010325200012,0.697185299999546,"word_neg",0.474627999996301,"hurricane","y",1,"female",22,104,1,2023
401.0101708,0.697957000011229,"word_neu",0.558246600005077,"beer","b",1,"female",22,104,1,2023
411.011280899998,0.696881500000018,"word_neu",0.574356099998113,"keyboard","b",0,"female",22,104,1,2023
421.01144100001,0.697486299992363,"word_neu",0.85774790000869,"famous","y",1,"female",22,104,1,2023
431.012150800001,0.697362799997791,"word_pos",0.741262800002005,"wealthy","b",1,"female",22,104,1,2023
441.029834300003,0.696975400001975,"word_neg",0.624366000003647,"aggressive","y",1,"female",22,104,1,2023
451.029941500004,0.697441900003525,"word_neg",0.807446800012258,"meeting","y",1,"female",22,104,1,2023
461.029509200001,0.698337399997399,"word_neg",0.574339200000395,"envy","y",1,"female",22,104,1,2023
471.030442100004,0.697784999996713,"word_neg",0.591763700009324,"tornado","y",1,"female",22,104,1,2023
481.031524500009,0.696947799995542,"word_neu",0.641129499999806,"hamster","y",1,"female",22,104,1,2023
491.031469400012,0.697649699999602,"word_neg",0.741904499998782,"victim","y",1,"female",22,104,1,2023
501.032073499999,0.697549300006358,"word_neg",0.707852599996841,"commander","y",1,"female",22,104,1,2023
511.032544600006,0.69759029999841,"word_neu",0.991365599998971,"embassy","b",1,"female",22,104,1,2023
521.0343307,0.696388399999705,"word_neg",0.908041000002413,"jury","y",1,"female",22,104,1,2023
531.0331267,0.697718800001894,"word_neu",0.657488199998625,"truck","y",1,"female",22,104,1,2023
541.033796700009,0.697466700003133,"word_neu",0.757524400003604,"whale","b",1,"female",22,104,1,2023
551.034687600011,0.699802299990552,"word_neu",0.822128200001316,"field","y",1,"female",22,104,1,2023
561.035345600001,0.697077700009686,"word_neu",0.690926399998716,"tomato","y",1,"female",22,104,1,2023
571.035671000005,0.697124099999201,"word_neg",0.674879500002135,"bribe","y",1,"female",22,104,1,2023
581.0360507,0.697168200000306,"word_pos",0.77436100000341,"pineapple","b",1,"female",22,104,1,2023
591.036284900008,0.697706799997832,"word_neg",0.691738299996359,"diplomat","y",1,"female",22,104,1,2023
7.29594830000133,0.686801600008039,"image_pos",0.738759500003653,"spaghetti","b",1,"female",22,104,2,2023
17.2934079000115,0.690132099989569,"image_neg",0.508415299991611,"tired","y",1,"female",22,104,2,2023
27.297218000007,0.686607700001332,"image_neg",0.521304900001269,"plea","y",1,"female",22,104,2,2023
37.2956181000045,0.688470599998254,"image_pos",0.623337199998787,"restaurant","b",1,"female",22,104,2,2023
47.2949969000038,0.689690900006099,"image_neg",0.608017200007453,"jaw","y",1,"female",22,104,2,2023
54.6960966000042,0.688892200007103,"image_pos",0.573996200007969,"optimism","b",1,"female",22,104,2,2023
67.2954973000014,0.690297699999064,"image_pos",0.591622300009476,"toaster","b",1,"female",22,104,2,2023
74.6957234000001,0.690635500010103,"image_neg",0.50848470001074,"problem","y",1,"female",22,104,2,2023
87.29627050001,0.690341199995601,"image_pos",0.658657399995718,"musical","b",1,"female",22,104,2,2023
94.6967967000091,0.690856400004137,"image_neg",0.508280599999125,"perjury","y",1,"female",22,104,2,2023
107.297427000012,0.690418399986825,"image_neg",0.558281299992814,"business","b",0,"female",22,104,2,2023
114.697996700008,0.690094799996601,"image_pos",0.608072300005006,"asparagus","b",1,"female",22,104,2,2023
127.2986446,0.690186800013194,"image_pos",0.824860900000203,"whole","b",1,"female",22,104,2,2023
134.698972900005,0.689697499998147,"image_pos",0.674817599996459,"monkey","b",1,"female",22,104,2,2023
144.70197010001,0.687681499999599,"image_pos",0.822410799999489,"piano","b",1,"female",22,104,2,2023
154.699932600008,0.68986009999935,"image_pos",0.591362099992693,"joke","b",1,"female",22,104,2,2023
167.300478000005,0.690395800003898,"image_neg",0.859046800003853,"cough","y",1,"female",22,104,2,2023
174.700713700004,0.690102699998533,"image_neg",1.0250839000073,"heavy","y",1,"female",22,104,2,2023
184.701262500006,0.6901469000004,"image_pos",0.541304400001536,"carnival","b",1,"female",22,104,2,2023
197.302164200009,0.689972799998969,"image_pos",0.774564599996665,"fireworks","b",1,"female",22,104,2,2023
207.302284800011,0.68991190000088,"image_pos",0.791795799988904,"day","b",1,"female",22,104,2,2023
217.302539600001,0.690516800008481,"image_neg",0.641735800003516,"scissors","y",1,"female",22,104,2,2023
224.703262300012,0.690172799993888,"image_neg",0.64156349998666,"clang","y",1,"female",22,104,2,2023
237.303687600011,0.690050399993197,"image_pos",0.558080299990252,"summer","b",1,"female",22,104,2,2023
244.704161900008,0.689908699991037,"image_neg",0.524762100001681,"ricochet","y",1,"female",22,104,2,2023
254.704755700004,0.689836899997317,"image_pos",0.727457900007721,"pan","b",1,"female",22,104,2,2023
267.305073800002,0.689874300005613,"image_pos",0.608069200010505,"chicken","b",1,"female",22,104,2,2023
277.305628400005,0.690260600007605,"image_pos",0.62481910000497,"power","b",1,"female",22,104,2,2023
287.322791300001,0.69057080001221,"image_neg",0.591489099999308,"lab","y",1,"female",22,104,2,2023
297.323326400001,0.690124300002992,"image_neg",0.524783800006844,"excuse","y",1,"female",22,104,2,2023
304.723774900005,0.689819799998133,"image_pos",0.657877899997402,"knowledge","b",1,"female",22,104,2,2023
317.326810400002,0.687774899997748,"image_neg",0.638603300001705,"angry","y",1,"female",22,104,2,2023
324.724577400004,0.690488599997479,"image_neg",0.791802300009294,"office","y",1,"female",22,104,2,2023
337.32525390001,0.690022800001259,"image_neg",0.674756399996113,"highway","y",1,"female",22,104,2,2023
344.725699600007,0.689942600001814,"image_neg",0.941580900005647,"theory","y",1,"female",22,104,2,2023
357.325880900011,0.690838399998029,"image_pos",0.541829199995846,"luck","b",1,"female",22,104,2,2023
364.726545600002,0.690143700005137,"image_neg",0.724726200001896,"street","y",1,"female",22,104,2,2023
374.726992700002,0.69026129999844,"image_neg",0.741704800006119,"nose","y",1,"female",22,104,2,2023
384.72748490001,0.690342599991709,"image_pos",0.54172870000184,"artist","b",1,"female",22,104,2,2023
397.327948800012,0.690175299998373,"image_neg",0.724701799990726,"apartment","y",1,"female",22,104,2,2023
404.728564600009,0.69007579999743,"image_pos",0.75868129999435,"vacation","b",1,"female",22,104,2,2023
417.329199800006,0.690394000004744,"image_pos",0.691946799997822,"barbecue","b",1,"female",22,104,2,2023
424.729188500001,0.690558600006682,"image_neg",0.724980300001334,"landslide","y",1,"female",22,104,2,2023
437.3297494,0.690488600011975,"image_neg",0.791989300007117,"stone","y",1,"female",22,104,2,2023
447.330423100007,0.690372800003388,"image_pos",0.85837509999692,"sailboat","b",1,"female",22,104,2,2023
454.731046900008,0.69001999999449,"image_neg",0.858242000002065,"winter","y",1,"female",22,104,2,2023
467.331761600013,0.690008699995815,"image_pos",0.708312299990212,"tree","b",1,"female",22,104,2,2023
474.734645100005,0.687318700001924,"image_neg",0.788675400006468,"axe","y",1,"female",22,104,2,2023
484.732355500004,0.690273000000161,"image_neg",0.574692499998491,"sick","y",1,"female",22,104,2,2023
494.732689000011,0.690097099999548,"image_neg",0.741683899992495,"van","y",1,"female",22,104,2,2023
507.333261200009,0.690240700001596,"image_neg",0.608479000002262,"hoe","y",1,"female",22,104,2,2023
514.734310800006,0.689608200002112,"image_pos",1.20789210000657,"mercy","b",1,"female",22,104,2,2023
524.734594300011,0.689945299993269,"image_pos",0.774769600000582,"eggplant","b",1,"female",22,104,2,2023
534.734566900006,0.690583500007051,"image_neg",0.808554000002914,"attribute","y",1,"female",22,104,2,2023
544.735076500001,0.690464600003907,"image_pos",0.708491500001401,"embrace","b",1,"female",22,104,2,2023
554.735853100006,0.690022199996747,"image_pos",0.741655399993761,"store","b",1,"female",22,104,2,2023
564.736873200003,0.689514800003963,"image_neg",0.723925800004508,"camel","y",1,"female",22,104,2,2023
574.736655700006,0.689948700004607,"image_pos",0.741941700005555,"speech","b",1,"female",22,104,2,2023
587.337178500005,0.69048930000281,"image_neg",0.527540399998543,"terrorist","y",1,"female",22,104,2,2023
597.337994400004,0.690054399994551,"image_pos",0.657974600006128,"verb","b",1,"female",22,104,2,2023
0.99478980001004,0.687913200003095,"word_pos",0.738759500003653,"spaghetti","b",1,"female",22,104,2,2023
10.9856919000013,0.697407600004228,"word_neg",0.508415299991611,"tired","y",1,"female",22,104,2,2023
20.9853807000036,0.698222200007876,"word_neg",0.521304900001269,"plea","y",1,"female",22,104,2,2023
30.9877340000094,0.696288199993432,"word_pos",0.623337199998787,"restaurant","b",1,"female",22,104,2,2023
40.9887912000122,0.69561049999902,"word_neg",0.608017200007453,"jaw","y",1,"female",22,104,2,2023
50.9880986000062,0.696995399994194,"word_pos",0.573996200007969,"optimism","b",1,"female",22,104,2,2023
60.9878965000098,0.69754519998969,"word_neu",0.591622300009476,"toaster","b",1,"female",22,104,2,2023
70.9890895999997,0.696662800008198,"word_neg",0.50848470001074,"problem","y",1,"female",22,104,2,2023
80.9895038000104,0.696796999996877,"word_pos",0.658657399995718,"musical","b",1,"female",22,104,2,2023
90.9898264000076,0.697105200000806,"word_neg",0.508280599999125,"perjury","y",1,"female",22,104,2,2023
100.989693300013,0.697680699988283,"word_neu",0.558281299992814,"business","b",0,"female",22,104,2,2023
110.99026250001,0.697654499992481,"word_neu",0.608072300005006,"asparagus","b",1,"female",22,104,2,2023
120.990445100004,0.697868100003703,"word_neu",0.824860900000203,"whole","b",1,"female",22,104,2,2023
130.991761199999,0.697278100007679,"word_neu",0.674817599996459,"monkey","b",1,"female",22,104,2,2023
140.991191699999,0.698214400006691,"word_pos",0.822410799999489,"piano","b",1,"female",22,104,2,2023
150.991303600007,0.698588300001575,"word_pos",0.591362099992693,"joke","b",1,"female",22,104,2,2023
160.99243150001,0.697971599991433,"word_neg",0.859046800003853,"cough","y",1,"female",22,104,2,2023
170.994035300013,0.69683649999206,"word_neg",1.0250839000073,"heavy","y",1,"female",22,104,2,2023
180.993472400005,0.697397299998613,"word_pos",0.541304400001536,"carnival","b",1,"female",22,104,2,2023
190.994678500007,0.697264300004491,"word_pos",0.774564599996665,"fireworks","b",1,"female",22,104,2,2023
200.99397180001,0.698233100003591,"word_pos",0.791795799988904,"day","b",1,"female",22,104,2,2023
210.9952624,0.697212500002934,"word_neu",0.641735800003516,"scissors","y",1,"female",22,104,2,2023
220.996439300012,0.696533299997071,"word_neg",0.64156349998666,"clang","y",1,"female",22,104,2,2023
230.99549880001,0.697998499992536,"word_pos",0.558080299990252,"summer","b",1,"female",22,104,2,2023
240.996444700009,0.697818999993586,"word_neg",0.524762100001681,"ricochet","y",1,"female",22,104,2,2023
250.99675050001,0.697921300001326,"word_neu",0.727457900007721,"pan","b",1,"female",22,104,2,2023
260.997866800011,0.697328999987803,"word_pos",0.608069200010505,"chicken","b",1,"female",22,104,2,2023
270.997540600001,0.698080300004221,"word_neu",0.62481910000497,"power","b",1,"female",22,104,2,2023
280.997462700005,0.698894700006349,"word_neg",0.591489099999308,"lab","y",1,"female",22,104,2,2023
291.0173163,0.695860400010133,"word_neg",0.524783800006844,"excuse","y",1,"female",22,104,2,2023
301.016758199999,0.697014500008663,"word_pos",0.657877899997402,"knowledge","b",1,"female",22,104,2,2023
311.016567300001,0.697794300009264,"word_neg",0.638603300001705,"angry","y",1,"female",22,104,2,2023
321.016705200003,0.698021800009883,"word_neg",0.791802300009294,"office","y",1,"female",22,104,2,2023
331.0182069,0.696932300008484,"word_neu",0.674756399996113,"highway","y",1,"female",22,104,2,2023
341.018048099999,0.697688000000198,"word_neu",0.941580900005647,"theory","y",1,"female",22,104,2,2023
351.018218900004,0.697878999999375,"word_pos",0.541829199995846,"luck","b",1,"female",22,104,2,2023
361.018656,0.697864900008426,"word_neu",0.724726200001896,"street","y",1,"female",22,104,2,2023
371.019113600007,0.697730700005252,"word_neu",0.741704800006119,"nose","y",1,"female",22,104,2,2023
381.01991480001,0.697696000002907,"word_pos",0.54172870000184,"artist","b",1,"female",22,104,2,2023
391.0206378,0.697600300001795,"word_neu",0.724701799990726,"apartment","y",1,"female",22,104,2,2023
401.02363570001,0.695017399993901,"word_pos",0.75868129999435,"vacation","b",1,"female",22,104,2,2023
411.021918800005,0.697263199996087,"word_pos",0.691946799997822,"barbecue","b",1,"female",22,104,2,2023
421.022693300008,0.696834200003707,"word_neg",0.724980300001334,"landslide","y",1,"female",22,104,2,2023
431.022995000007,0.696849300002214,"word_neg",0.791989300007117,"stone","y",1,"female",22,104,2,2023
